user_id,age,annual_income,country,duolingo_platform,duolingo_subscriber,duolingo_usage,employment_status,future_contact,gender,other_resources,primary_language_commitment,primary_language_review,primary_language_motivation,primary_language_motivation_followup,primary_language_proficiency,student,survey_complete,time_spent_seconds
35cf89c272c911e9b8e0dca9049399ef,Under 18,"$0 - $10,000",DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Male,In-person language class,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to challenge myself,,Beginner,Full-time student,1,553
35cf8a4f72c911e9a853dca9049399ef,55 - 74,"$0 - $10,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Prefer not to say,"Other apps,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an immigrant,I am a refugee",Intermediate,Not currently a student,1,654
35cf8acf72c911e9a9e4dca9049399ef,18-34,"$11,000 - $25,000",US,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Other apps,Stories/novels/children's books,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,I want to spend less time playing games,Intermediate,Not currently a student,1,259
35cf8b5172c911e9b72adca9049399ef,18-34,"$76,000 - $150,000",MX,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,Other (please specify)",Intermediate,Not currently a student,1,146
35cf8bd472c911e99c57dca9049399ef,18-34,"$26,000 - $75,000",MX,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Weekly,Employed full-time,Yes,Male,,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,I am planning to move to a different country",Beginner,Not currently a student,1,329
35cf8c5772c911e995addca9049399ef,55 - 74,"$11,000 - $25,000",DE,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Female,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to better communicate with my grandparents, grandchildren, or other relatives,I want to better communicate with people in my community (neighbors, coworkers, etc.)",Beginner,Not currently a student,1,690
35cf8cd772c911e9acb0dca9049399ef,75 or older,"$26,000 - $75,000",US,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Retired,No,Other,Private tutor,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,"To better understand the ""pop culture"" in this language,Other (please specify)",Beginner,Not currently a student,1,207
35cf8d5972c911e9a8b3dca9049399ef,55 - 74,"$151,000 or more",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,,Intermediate,Not currently a student,1,186
35cf8ddc72c911e991d8dca9049399ef,55 - 74,"$11,000 - $25,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Female,Textbooks,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Intermediate,Not currently a student,1,398
35cf8e5e72c911e984e3dca9049399ef,18-34,"$0 - $10,000",US,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed part-time,No,Female,"Textbooks,In-person language class",I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,Other (please specify),Beginner,Full-time student,1,343
35cf8ede72c911e99c2fdca9049399ef,18-34,"$26,000 - $75,000",DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an immigrant,I am studying abroad",Intermediate,Not currently a student,1,290
35cf8f6172c911e98e20dca9049399ef,55 - 74,"$26,000 - $75,000",TW,Web browser,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Female,"Other apps,Stories/novels/children's books,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to show respect by speaking the local language,Other (please specify),Someday I would like to travel to a country that uses this language",Intermediate,Not currently a student,1,248
35cf8fe672c911e98914dca9049399ef,18-34,"$26,000 - $75,000",FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Less than once a month,Employed part-time,,Female,Textbooks,I'm slightly committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,333
35cf908572c911e99805dca9049399ef,18-34,"$0 - $10,000",CO,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,Other apps,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,1,255
35cf910572c911e99fd7dca9049399ef,55 - 74,"$0 - $10,000",DE,Web browser,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,,Prefer not to say,"Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,I want to spend less time on social media,Beginner,Not currently a student,1,476
35cf918772c911e9ab6fdca9049399ef,35 - 54,"$76,000 - $150,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,No,Male,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,245
35cf921172c911e9a52ddca9049399ef,18-34,"$26,000 - $75,000",MX,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Prefer not to say,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,225
35cf929772c911e98b52dca9049399ef,18-34,"$11,000 - $25,000",FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Prefer not to say,"Other apps,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),In-person language class,Online language class,Private tutor",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,Someday I would like to travel to a country that uses this language",Beginner,Part-time student,1,693
35cf931772c911e9b43ddca9049399ef,55 - 74,"$76,000 - $150,000",GB,Web browser,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Male,"Other apps,Textbooks",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,"I want to better communicate with my grandparents, grandchildren, or other relatives",Intermediate,Not currently a student,1,412
35cf939972c911e99eefdca9049399ef,55 - 74,"$26,000 - $75,000",JP,Web browser,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Male,In-person language class,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to learn this language for school,"Duolingo is an optional supplement to a class,I am required to use Duolingo in a class I am enrolled in",Intermediate,Not currently a student,1,267
35cf941972c911e9b419dca9049399ef,55 - 74,"$26,000 - $75,000",FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Male,"Textbooks,Stories/novels/children's books,Movies/TV Shows,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,Someday I would like to travel to a country that uses this language,Other (please specify)",Intermediate,Not currently a student,1,876
35cf949e72c911e9a9f3dca9049399ef,35 - 54,"$0 - $10,000",DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games,Other (please specify)",Intermediate,Not currently a student,1,314
35cf952172c911e9b6c5dca9049399ef,18-34,"$11,000 - $25,000",DE,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Female,"Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Beginner,Not currently a student,1,263
35cf95a172c911e9ab8edca9049399ef,18-34,"$0 - $10,000",US,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,I want to learn as many languages as I can,Language learning is a hobby,Other (please specify)",Intermediate,Not currently a student,1,228
